"Name","Progress","ProDetail","KnowledgeType","Topic","Summary","Priority","Category","CATE_CODE","Author",,"CN","EN"
"疯癫与文明(Madness and Civilization)",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY","Michel Foucault ",,"P","NA"
"Power: A New Social Analysis ",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Bertrand Russell",,"P","NO"
"精神分析引论(A General Introduction To Psychoanalysis)",0.01,"PartialReading","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY","Sigismund Sholomo Freud",,"P","NO"
"我读《易经》(下)(Book Of Changes II)",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY",,,"P","NO"
"荀子",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY",,,"P","NO"
"尼采与形而上学 (Nietzsche and Metaphysics)",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY","周国平",,"P","NO"
"雷蒙·塞邦赞(Apoiogie de Raimond de Sebonde) ",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Michel de Montaigne",,"P","NO"
"文明·罗马的曙光——伊特鲁里亚(Etruscology)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"E","NA"
"尼金斯基手记",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"E","NA"
"Christian Culture",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"E","NO"
"西方哲学史",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY",,,"NA","P"
"左传 吕氏春秋 战国策",0,"HaveNotRead","Fact-knowledge","Chinese History",0,0,"History","HTY",,,"NA","P"
"生活的艺术",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"NA","NO"
"献给命运的紫罗兰——我的人生人生体悟",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"E","NO"
"幸福的终结 ",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Harvie Ferguson",,"P","NA"
"未死的沙威",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","梁晓声",,"P","NA"
"论法的精神",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY",,,"P","NA"
"本尼迪克特文选",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"NA","P"
"哲学史思路:穿越两千年的欧洲思想史",0,"HaveNotRead","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY",,,"NA","P"
"墨子还原",0.01,"PartialReading","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY","杨义",,"NA","P"
"当代英美哲学地图",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"P","NA"
"Honest Signals: How They Shape Our World",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Alex Pentland",,"P","NA"
"Blink: The Power of Thinking Without Thinking",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Malcolm Gladwell",,"P","NO"
"怪诞现象学(How to think about weird things)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY"," Lewis Vaughn and Theodore Schick",,"E","NA"
"世界为何存在(Why does the world exist?)",0.01,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY",,,"E","NA"
"习得性无助(Learned helplessness)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Christopher Peterson &  Steven F.Maier",,"E","NO"
"诱惑心理学(We have met the enemy: self-control in a age of excess)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Daniel Akst",,"P","NA"
"理性犯的错(The fallibility of human reason in everyday life)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Thomas Gilovich",,"P","NA"
"怪诞心理学(Quikology)",0.3,"PartialReading",,,0,0,"Philosophy and Psychology","PPY","Richard Wiseman",,"NA","P"
"怪诞心理学2(Paranormality)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Richard Wiseman",,"NA","P"
"人对抗自己：自杀心理学研究(Man against himself)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Karl Menninger",,"NA","P"
"展现人格力量",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Abraham Maslow",,"NA","P"
"后现代思想的数学根源(Mathematics and the Roots of Postmodern Thought)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Vladimir Tasic",,"NA","P"
"维特根斯坦读本",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","陈嘉映",,"NA","P"
"自我论",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","科恩",,"E","P"
"四书 五经",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","NA",,"E","NO"
"逻辑学导论 (Introduction of Logic)",0.01,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Irving M. Copi and Carl Cohen",,"E","NA"
"The Social Animal",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Elliot Aronson",,"P","NO"
"How To Think Straight About Psychology (9th Edition)",0,"HaveNotRead",,,0,0,"Philosophy and Psychology","PPY","Keith E. Stanovich",,"P","NO"
"What Intelligence Tests Miss: The Psychology of Rational Thought",1,"ThroughReading",,,0,0,"Philosophy and Psychology","PPY","Keith E. Stanovich",,"NO","P"
"An Illustrated Book of Bad Arguments",1,"ThroughReading",,,0,0,"Philosophy and Psychology","PPY","Ali Almossawi",,"P","NO"
"Mind Hacks",0.1,"PartialReading",,,0,0,"Philosophy and Psychology","PPY","Tom Stafford",,"P","NO"
"Working with Adoptive Parents: Research, Theory, and Therapeutic Interventions",0.1,"PartialReading",,,0,0,"Philosophy and Psychology","PPY","Brabender, Virginia M.",,"P","P"
"The Prince(君主论)",1,"ThroughReading",,,0,0,"Politics","POL","Niccolò Machiavelli",,"P","NO"
"论美国的民主(Democracy in America)",1,"ThroughReading",,,0,0,"Politics","POL"," Tocqueville",,"P","NA"
"论人类不平等的起源(On the origin of human inequality)",1,"ThroughReading",,,0,0,"Politics","POL","Rousseau",,"P","NO"
"马基雅维利的事业(The Machiavellian Enterprise)",1,"ThroughReading",,,0,0,"Politics","POL","Leo Paul S.de Alvarez",,"P","NO"
"道德理想国的覆灭",0,"HaveNotRead",,,0,0,"Politics","POL","朱学勤",,"P","NO"
"瓦尔登湖",0.01,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NO"
"The Collection of Gibran's Poems",0.01,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"新月集",0.01,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"当时只道是寻常",0.3,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"送你一颗子弹",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP","刘瑜",,"P","NA"
"""Existence”and“Obsequiousness""",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"纽约风景线（北美作家散文随笔选）",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"E","P"
"人在欧洲",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP","龙应台",,"E","P"
"Stray Birds",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP","Tagore",,"E","P"
"在平淡与奢华之间摇摆",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"琼美卡随想录",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"即兴判断",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"肆无忌惮",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NO"
"温暖和百感交集的旅程",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP","余华",,"E","P"
"园丁集(The Gardener)",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP","Tagore",,"P","NA"
"我纷纷的情欲",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"毛泽东诗词书法艺术",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","P"
"幽梦影 围炉夜话",1,"ThroughReading",,,0,0,"Proses Essays and Poems","PEP",,,"P","NO"
"A collection of Qian Zhongshu's English essays",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP","钱钟书",,"P","NO"
"钱钟书集——谈艺录",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP","钱钟书",,"P","NO"
"Essays of Elia ",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP","Charles Lamb",,"P","NA"
"中国现代诗选(Model Chinese Poems)",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","P"
"走了一万一千里路——顾城首度面世的诗手稿",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP","顾城",,"P","NA"
"斑纹——兽皮上的地图(a collection of proses)",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NO"
"当代散文大家精品文库——二月兰",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"2005年中国散文精选",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","P"
"嫁衣之纫",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NO"
"七缀集",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"槐聚诗存",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"苗老汉聊天——雪泥爪印",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"词语的个人历史",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,,"P","NA"
"Postcards from Ed",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP"," Edward Abbey",,"P","NA"
"南怀瑾说佛:现代学佛者",0.01,"PartialReading",,,0,0,"Religion","REL",,,"P","NA"
"中国佛学经典文库——禅诗精选（高僧卷）",0.02,"PartialReading",,,0,0,"Religion","REL",,,"E","NA"
"天使的传言",1,"ThroughReading",,,0,0,"Religion","REL",,,"P","NA"
"西藏生死书(The Tibet Book of Live and Death)",1,"ThroughReading",,,0,0,"Religion","REL","索甲仁波切",,"P","NA"
"大藏经",0,"HaveNotRead",,,0,0,"Religion","REL",,,"P","NA"
"佛教各宗派小丛书——天台宗概说",0,"HaveNotRead",,,0,0,"Religion","REL",,,"P","NA"
"中国佛教图鉴（通览中国佛教二千年历史）",0,"HaveNotRead",,,0,0,"Religion","REL",,,"P","NO"
"答问青壮年参禅者",0,"HaveNotRead",,,0,0,"Religion","REL",,,"P","P"
"宗教教义与社会演化",0,"HaveNotRead",,,0,0,"Religion","REL","Niklas luhmann ",,"P","NA"
"单纯理性限度内的宗教(Religion Within the Boundaries of Mere Reason)",0,"HaveNotRead",,,0,0,"Religion","REL","Kant",,"P","NA"
"神学的科学(Theological Science) ",0,"HaveNotRead",,,0,0,"Religion","REL","Thomas F. Torrance",,"P","NA"
"无形的宗教:现代社会中的宗教问题 ",0,"HaveNotRead",,,0,0,"Religion","REL","T. Luckmann",,"P","NA"
"神学研究:一种百科全书式的定位",0,"HaveNotRead",,,0,0,"Religion","REL","G.Ebeling",,"P","NA"
"宝积经",0,"HaveNotRead",,,0,0,"Religion","REL",,,"P","NA"
"基督的二性 ",0.01,"PartialReading",,,0,0,"Religion","REL","马丁.开姆尼茨",,"P","NA"
"The Call",1,"ThroughReading",,,0,0,"Religion","REL","Adam Hamilton",,"P","NA"
"24 Hours that changed the world",1,"ThroughReading",,,0,0,"Religion","REL","Adam Hamilton",,"P","NA"
"Christian and World Religions",1,"ThroughReading",,,0,0,"Religion","REL","Adam Hamilton",,"P","NA"
"Things a Computer Scientist Rarely Talks About",1,"ThroughReading",,,0,0,"Religion","REL","Donald E Knuth",,"P","NA"
"3:16 Bible Texts Illuminated",0,"HaveNotRead",,,0,0,"Religion","REL","Donald E Knuth",,"P","NA"
"The Trouble with the Truth: Balancing Truth and Grace",0,"HaveNotRead",,,0,0,"Religion","REL","Rob Renfroe",,"P","NA"
"The Jesus I Never Knew",0.5,"PartialReading",,,0,0,"Religion","REL","Philip Yancey",,"P","NA"
"Who Is This Man?",0.7,"PartialReading",,,0,0,"Religion","REL","John Ortberg",,"P","NA"
"The case for faith",0.05,"PartialReading",,,0,0,"Religion","REL","Lee Strobel",,"P","NA"
"低智商社会",0.01,"PartialReading",,,0,0,"Self-development","SDP","大前研一",,"P","NA"
"专业主义",0.5,"PartialReading",,,0,0,"Self-development","SDP","大前研一",,"P","NA"
"沃顿商学院最受欢迎的谈判课(Getting More)",0.25,"PartialReading",,"Negotiation or persuasion",0,0,"Self-development","SDP","Stuart Diamond",,"P","NA"
"Style: Lessons in Clarity and Grace",0.5,"PartialReading",,,0,0,"English","ENG"," Joseph M Williams",,"P","NA"
"Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work",1,"ThroughReading",,,0,0,"Self-development","SDP","Marie G. McIntyre",,"P","NA"
"Simply your work life",1,"ThroughReading",,,0,0,"Self-development","SDP","Elaine St. James",,"P","NA"
"影响力(Influence)",1,"ThroughReading",,"Negotiation or persuasion",0,0,"Self-development","SDP","Robert B Cialdini",,"NO","P"
"微动作读心术",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"E","NA"
"微表情读心术 ",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"E","P"
"微反应读心术",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"E","NA"
"Corporate Confidential: 50 Secrets Your Company Doesn't Want You to Know---and What to Do About Them",1,"ThroughReading",,"Worldly wisdom",0,0,"Self-development","SDP"," Cynthia Shapiro",,"E","NO"
"Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers",1,"ThroughReading",,"Worldly wisdom",0,0,"Self-development","SDP"," Lois P Frankel",,"P","NA"
"Getting Ahead: Three Steps to Take Your Career to the Next Level",1,"ThroughReading",,"Worldly wisdom",0,0,"Self-development","SDP"," Joel A Garfinkle",,"NA","P"
"软能力",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"NA","P"
"心理操纵术",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"NA","P"
"自控力",1,"ThroughReading","Hard-knowledge","How to self-discipline?",0,0,"Philosophy and Psychology","PPY",,,"NA","P"
"好好修养爱",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"NA","P"
"两个人的孤独",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"NA","P"
"赢",1,"ThroughReading",,,0,0,"Self-development","SDP",,,"NA","P"
"好好爱自己",1,"ThroughReading",,,0,0,"Self-development","SDP","素黑",,"NA","P"
"把时间当作朋友",1,"ThroughReading",,,0,0,"Self-development","SDP","李笑来",,"NA","P"
"Difficult Conversations: How to Discuss What Matters Most",0.05,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP"," Douglas Stone",,"NA","P"
"The Secret Handshake: Mastering the Politics of the Business Inner Circle",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP","Kathleen Kelly Reardon",,"NA","P"
"Talking from 9 to 5: Women and Men at Work",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP","Deborah Tannen",,"P","NA"
"The Shadow Negotiation: How Women Can Master the Hidden Agendas That Determine Bargaining Success",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP"," Deborah Kolb",,"NA","P"
"What Leaders Really Do",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP"," John P Kotter",,"NA","P"
"Dealing with Difficult People",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP","Sandra A Crowe",,"P","NA"
"说真话的艺术(Telling each other the truth)",0,"HaveNotRead",,,0,0,"Self-development","SDP","William Backus",,"NO","P"
"细节营销(Marketing Revealed: Challenging the Myths)",0,"HaveNotRead",,,0,0,"Self-development","SDP","Willem Burgers",,"NO","P"
"创新者的思考",0,"HaveNotRead",,"How to innovate?",0,0,"Self-development","SDP","大前研一",,"NA","P"
"看清你的思维图谱 (Thinking Visually)",0.1,"HaveNotRead",,,0,0,"Self-development","SDP","Malcolm Craig",,"NA","P"
"品红酒(The taste of red wine)",0.05,"HaveNotRead",,,0,0,"Self-development","SDP","Louis Guillem",,"NA","P"
"重来（rework）",1,"ThroughReading","Fastfood-knowledge","Time Management",0,0,"Self-development","SDP","37Signals",,"NA","P"
"Asking the Right Questions: A Guide to Critical Thinking 9th Edition",1,"ThroughReading",,,0,0,"Self-development","SDP","M. Neil Browne",,"NA","P"
"How To Solve It: A New Aspect of Mathematical Method",0,"HaveNotRead","Meta-Knowledge",,0,0,"Self-development","SDP","George Polya",,"NA","P"
"Thing Explainer: Complicated Stuff in Simple Words",0.02,"PartialReading",,,0,0,"Self-development","SDP","Randall Munroe",,"NA","P"
"The Monographs",0.1,"PartialReading",,,0,0,"Self-development","SDP","Ben Cardall",,"NA","P"
"The Joy of Reading: A Passionate Guide to 189 of the World's Best Authors and Their Works",0,"HaveNotRead",,,0,0,"Self-development","SDP","Charles Van Doren",,"NA","P"
"The 9 Steps to Financial Freedom",0,"HaveNotRead",,"Wealth Management",0,0,"Self-development","SDP","Orman, Suze",,"NA","P"
"Suze Orman's Financial Guidebook: Put the 9 Steps to Work",0,"HaveNotRead",,,0,0,"Self-development","SDP","Orman, Suze",,"NO","P"
"不顾诸神：现代印度的奇怪崛起",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,,"NO","P"
"图解中国茶经",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,,"P","NA"
"图说天下·国家地理系列-全球最美的100个地方 (The top 100 beautiful places in the world )",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,,"P","NA"
"话说中国大风一曲振河山",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,,"P","NO"
"客厅文库休闲读物——礼品事典 ",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,,"P","NA"
"实学简史（经典插图本）",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,,"NO","P"
"不可思议的年代(The age of the unthinkable)",0.01,"HaveNotRead",,,0,0,"Society and Culture","SOC","Joshua Ramo",,"NA","P"
"组织行为学",0.01,"PartialReading",,,0,0,"Society and Culture","SOC","边一民&徐力 etc",,"NA","P"
"文明是副产品",0.01,"HaveNotRead",,,0,0,"Society and Culture","SOC","郑也夫",,"NO","P"
"文人谈饮食",0.02,"PartialReading",,,0,0,"Society and Culture","SOC",,,"NA","P"
"诸神的争吵:国际冲突中的宗教根源",0.05,"PartialReading",,,0,0,"Society and Culture","SOC",,,,
"酱缸——搅动看真相",0.1,"PartialReading",,,0,0,"Society and Culture","SOC","柏杨",,,
"性学十三讲",0.3,"PartialReading",,,0,0,"Society and Culture","SOC",,,,
"美国政府概况(Introduction to American Government)",0.2,"PartialReading",,,0,0,"Society and Culture","SOC",,,,
"不确定性(Uncertainty)",0.33,"PartialReading",,,0,0,"Society and Culture","SOC","Mitchell Small",,"E","P"
"The European coffeehouse culture",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,"P","NA"
"Much depends on dinner",1,"ThroughReading",,,0,0,"Society and Culture","SOC","Margaret Visser ",,,
"你如此需要安慰——关于爱的对话 ",1,"ThroughReading",,,0,0,"Society and Culture","SOC","李银河",,,
"The Chrysanthemum and the Sword ",1,"ThroughReading",,,0,0,"Society and Culture","SOC","Pauling Kent ",,,
"FBI教你破解身体语言",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"男人其实很忧郁",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"揭秘美国医疗制度及其相关行业",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"中国人的精神",1,"ThroughReading",,,0,0,"Society and Culture","SOC","辜鸿铭",,,
"书写的神话：西方文化中的文学",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"知道点：世界文化 (World Culture)",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"八大胡同捌章",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"聆听西藏-以图片的方式 ",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"京城胡同留真",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"潜规则：中国历史中的真实游戏",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"隐蔽的秩序",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"与机器赛跑",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"图说中国文化——图说中国舞蹈",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"明日之中国文化:中印欧文化十讲",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"图说天下·国家地理系列(2)-黄金典藏版.欧洲(Geography of Europe)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"图说天下·国家地理系列(2)-黄金典藏版.亚洲大洋洲(Geography of Asia and Oceania)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"A G-MAN'S LIFE: The FBI  Being 'Deep Throat'  and The Struggle For Honor in Washington",0,"HaveNotRead",,,0,0,"Society and Culture","SOC","Mark Felt",,,
"The Traditional Chinese Festival And Tales",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"欧洲文化史(European Culture History)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"惊世骇俗的另类幽默经典:魔鬼辞典 (Haven't gotten the English version)",0.01,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"岩松看美国",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中国人最易误解的文史常识",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"南怀瑾讲述--漫谈中国文化",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"林语堂文集——美国的智慧(精装)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"林语堂文集——印度的智慧(精装)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"茶文化系列丛书--茶香美食",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"客厅文库休闲读物——雪茄 ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中国民俗文化丛书——玩具（弘扬中国传统文化 建设民族精神家园） ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"漩涡·文化系列——婚俗与中国传统文化 ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"家庭书架——话说中国人之三教九流",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"先民的歌唱-诗经",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"阅读城市",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中国文化杂说-茶酒文化卷",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：拱手·鞠躬·跪拜",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：车马·溜索·滑竿",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：猜拳·博戏·对舞",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：姻缘·良缘·孽缘",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：姓氏·名号·别称",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：掮客·行商·钱庄",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"唐宋八大家集",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"The Descent of Woman: The Classic Study of Evolution ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC"," Elaine Morgan",,,
"支配社会学",0,"HaveNotRead",,,0,0,"Society and Culture","SOC","韦伯",,,
"中国国民性演变历程",0,"HaveNotRead",,,0,0,"Society and Culture","SOC","张宏杰",,,
"技术元素(The Technium)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC","Kevin Kelly",,,
"中国传统节日及传说",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"Advanced R",0.01,"PartialReading",,,0,0,"Statistics","STAT","Hadley Wickham",,,
"Bayesian Data Analysis",0.01,"PartialReading",,,0,0,"Statistics","STAT"," Andrew Gelman",,,
"XML and Web Technologies for Data Sciences with R",0.02,"PartialReading",,,0,0,"Statistics","STAT"," Deborah Nolan",,,
"Latent Variable Modeling with R",0.01,"PartialReading",,,0,0,"Statistics","STAT"," W. Holmes Finch",,,
"Learning Spark: Lightning-Fast Big Data Analysis",0.01,"PartialReading",,,0,0,"Statistics","STAT"," Holden Karau",,,
"Natural Language Processing with Python",0.1,"PartialReading",,,0,0,"Statistics","STAT","Steven Bird",,,
"Statistical Analysis of Network Data with R",0.1,"PartialReading",,,0,0,"Statistics","STAT","Eric D. Kolaczyk",,,
"Pattern Recognition and Machine Learning 1st Edition",0.1,"PartialReading",,,0,0,"Statistics","STAT","Christopher M. Bishop",,,
"Design of Experiments: An Introduction Based on Linear Models",0.1,"PartialReading",,,0,0,"Statistics","STAT","Max Morris",,,
"R for Marketing Research and Analytics ",1,"IntensiveReading",,,0,0,"Statistics","STAT"," Christopher N. Chapman",,,
"Model Assisted Survey Sampling",0.5,"PartialReading",,,0,0,"Statistics","STAT"," Carl-Erik Särndal",,,
"时间序列",0.5,"PartialReading",,,0,0,"Statistics","STAT",,,,
"Human side of statistical consulting",0.6,"PartialReading",,,0,0,"Statistics","STAT",,,,
"Measure Theory and Probability Theory",0.9,"PartialReading",,,0,0,"Statistics","STAT","Krishna B. Athreya",,,
"概率论",1,"ThroughReading",,,0,0,"Statistics","STAT",,,,
"Applied Predictive Modeling",1,"IntensiveReading",,,0,0,"Statistics","STAT","Max Kuhn & Kjell Johnston",,,
"statistical inference",1,"ThroughReading",,,0,0,"Statistics","STAT",,,,
"Probabilistic Graphical Models: Principles and Techniques",0.05,"PartialReading",,,0,0,"Statistics","STAT"," Daphne Koller",,,
"R Packages",0.2,"PartialReading",,,0,0,"Statistics","STAT"," Hadley Wickham",,,
"Data Analysis Using Regression and Multilevel/Hierarchical Models ",0.02,"PartialReading",,,0,0,"Statistics","STAT","Andrew Gelman",,,
"Applied Statistics: A Handbook of Techniques ",0.5,"PartialReading",,,0,0,"Statistics","STAT"," Lothar Sachs",,,
"Advances in Longitudinal Methods in the Social and Behavioral Sciences ",0,"ReferenceBook",,,0,0,"Statistics","STAT"," Jeffrey R Harring",,,
"Handbook of Structural Equation Modeling ",0,"ReferenceBook",,,0,0,"Statistics","STAT"," Rick H Hoyle",,,
"Taming Text: How to Find Organize and Manipulate It",0,"HaveNotRead",,,0,0,"Statistics","STAT","Grant S. Ingersoll",,,
"Foundations of Statistical Natural Language Processing",0.01,"PartialReading",,,0,0,"Statistics","STAT","Christopher D. Manning",,,
"Modern Optimization with R",0,"HaveNotRead",,,0,0,"Statistics","STAT"," Paulo Cortez",,,
"Mastering Regular Expressions",0,"ReferenceBook",,,0,0,"Statistics","STAT"," Jeffrey E. F. Friedl",,,
"Regular Expressions Cookbook",0,"ReferenceBook",,,0,0,"Statistics","STAT"," Jan Goyvaerts",,,
"Regular Expression Pocket Reference: Regular Expressions for Perl  Ruby  PHP  Python C  Java and .NET ",0,"ReferenceBook",,,0,0,"Statistics","STAT","Tony Stubblebine",,,
"An Introduction to Statistical Learning",0.5,"PartialReading",,,0,0,"Statistics","STAT","  T. Hastie D. Witten &  G. James  Tibshirani",,,
